"","Name","System_number","Ecosystem_type","Country","Continent","Latitude","Longitude","LSR_mmy.1","DBD_gcm.3","Cdensity_kgCm.3","OC_content","OCBrate_gCm.2y.1","OC_depo_gCm.2y.1","OCBeff","Dating_method","Reference","Notes_ID"
"1043","Vistula River, Poland ",524,"Saltmarsh","Poland","Europe",54.3,18.9,8.2,NA,31,NA,254,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1044","The Blackwater estuary, UK",525,"Saltmarsh","UK","Europe",52,-0.7,5.4,NA,18,NA,96.4,NA,NA,"","Ouyang and Lee 2014",""
"1045","Sample 1 ",525,"Saltmarsh","UK","Europe",52,-0.7,5.4,NA,23,NA,126.8,NA,NA,"","Ouyang and Lee 2014",""
"1046","Sample 2",525,"Saltmarsh","UK","Europe",52,-0.7,5.4,NA,12,NA,66,NA,NA,"","Ouyang and Lee 2014",""
"1047","The Humber estuary, England",526,"Saltmarsh","England","Europe",53.7,-0.1,14,NA,57,NA,793,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1048","The Humber estuary, England ",526,"Saltmarsh","England","Europe",53.7,-0.1,20,NA,57,NA,1133,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1049","Riverine sites, Rhone Delta, France",520,"Saltmarsh","France","Europe",43.3,4.6,13.4,NA,27,NA,356.6,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1050","Marine sites, Rhone Delta, France ",520,"Saltmarsh","France","Europe",43.3,4.6,1.2,NA,73,NA,87.9,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1051","Impounded sites, Rhone Delta, France ",520,"Saltmarsh","France","Europe",43.3,4.6,1.1,NA,66,NA,72.1,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1052","European Atlantic basin, Iberian Peninsula",542,"Saltmarsh","","Europe",37.2,-6.9,22,NA,15,NA,323.9,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1053","The Palmones River estuary, Spain ",527,"Saltmarsh","Spain","Europe",36.2,-5.4,NA,NA,NA,NA,560,NA,NA,"","Ouyang and Lee 2014",""
"1054","Pancas, the Tagus estuary, Portugal",528,"Saltmarsh","Portugal","Europe",38.8,-8.9,10,NA,33,NA,330,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1055","Corroios, the Tagus estuary, Portugal",528,"Saltmarsh","Portugal","Europe",38.8,-8.9,10,NA,75,NA,750,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1056","The Mondego estuary, Portugal ",529,"Saltmarsh","Portugal","Europe",40.1,-8.6,7,NA,31,NA,218,NA,NA,"","Ouyang and Lee 2014",""
"1057","Tijuana Slough, California, USA",412,"Saltmarsh","USA","N. America",32.5,-117.1,19.1,NA,18,NA,343,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1058","Tijuana Slough, California, USA ",412,"Saltmarsh","USA","N. America",32.5,-117.1,2.5,NA,17,NA,43,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1059","Alviso, San Francisco Bay, California, USA",413,"Saltmarsh","USA","N. America",37.5,-122,42,NA,9,NA,385,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1060","Bird Island, San Francisco Bay, California, USA ",414,"Saltmarsh","USA","N. America",37.6,-122.2,4,NA,14,NA,54,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1061","Whale’s Tail, San Francisco Bay, California, USA ",454,"Saltmarsh","USA","N. America",37.8,-122.3,7.7,NA,19,NA,146.7,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1062","China Camp, San Francisco Bay, California, USA ",455,"Saltmarsh","USA","N. America",38,-122.5,6.3,NA,23,NA,141.9,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1063","Petaluma River, San Francisco Bay, California, USA",456,"Saltmarsh","USA","N. America",38.2,-122.6,3.4,NA,26,NA,87.7,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1064","Coon Island, San Francisco Bay, California, USA",457,"Saltmarsh","USA","N. America",38.2,-122.3,6.8,NA,28,NA,187.5,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1065","Cedar Island National Wildlife Refuge, North Carolina, USA  ",415,"Saltmarsh","USA","N. America",35,-76.4,3.2,NA,22,NA,70,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1066","Oregon Inlet, North Carolina, USA",416,"Saltmarsh","USA","N. America",35.9,-75.6,2.7,NA,22,NA,59,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1067","Oregon Inlet, North Carolina, USA ",416,"Saltmarsh","USA","N. America",35.9,-75.6,0.9,NA,23,NA,21,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1068","Jacob’s Creek, North Carolina, USA ",417,"Saltmarsh","USA","N. America",35.3,-76.8,3.6,NA,41,NA,146,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1069","Jacob’s Creek, North Carolina, USA ",417,"Saltmarsh","USA","N. America",35.3,-76.8,2.4,NA,45,NA,107,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1070","MC4, Chesapeake Bay, Maryland, USA ",418,"Saltmarsh","USA","N. America",38.3,-75.9,7.9,NA,40,NA,311.2,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1071","MCL8, Chesapeake Bay, Maryland, USA ",418,"Saltmarsh","USA","N. America",38.3,-75.9,7.7,NA,27,NA,279.5,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1072","MCL15, Chesapeake Bay, Maryland,",418,"Saltmarsh","USA","N. America",38.3,-75.9,7.8,NA,44,NA,340,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1073","SA4, Little Assawoman Bay, Delaware, USA  USA ",458,"Saltmarsh","USA","N. America",38.4,-75.1,2.5,NA,62,NA,154,NA,NA,"210Pb and 137Cs","Ouyang and Lee 2014",""
"1074","J1, Little Assawoman Bay, Delaware, USA ",458,"Saltmarsh","USA","N. America",38.4,-75.1,1.9,NA,63,NA,119,NA,NA,"210Pb and 137Cs","Ouyang and Lee 2014",""
"1075","Sybil 1, Connecticut, USA ",419,"Saltmarsh","USA","N. America",41.2,-72.6,2.5,NA,54,NA,136,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1076","Hoadley 1, Connecticut, USA ",420,"Saltmarsh","USA","N. America",41.2,-72,4.2,NA,37,NA,154,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1077","Hoadley 2, Connecticut, USA ",420,"Saltmarsh","USA","N. America",41.2,-72,4.2,NA,40,NA,169,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1078","Hoadley 3, Connecticut, USA ",420,"Saltmarsh","USA","N. America",41.2,-72,3.3,NA,35,NA,114,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1079","East River 1, Connecticut, USA",421,"Saltmarsh","USA","N. America",41.2,-72.7,4.4,NA,30,NA,134,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1080","East River 2, Connecticut, USA ",421,"Saltmarsh","USA","N. America",41.2,-72.7,3.4,NA,60,NA,204,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1081","Sluice 1, Connecticut, USA",422,"Saltmarsh","USA","N. America",41.2,-72.7,3.8,NA,26,NA,99,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1082","Sluice Core 2, Connecticut, USA ",422,"Saltmarsh","USA","N. America",41.2,-72.7,1.9,NA,45,NA,85,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1083","Leetes 1, Connecticut, USA ",423,"Saltmarsh","USA","N. America",41.2,-72.7,3.9,NA,39,NA,153,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1084","Leetes 2, Connecticut, USA",423,"Saltmarsh","USA","N. America",41.2,-72.7,3.1,NA,30,NA,93,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1085","Sybil 2, Connecticut, USA ",419,"Saltmarsh","USA","N. America",41.2,-72.6,2.5,NA,29,NA,72,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1086","Sybil 3, Connecticut, USA",419,"Saltmarsh","USA","N. America",41.2,-72.6,2.5,NA,46,NA,116,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1087","Brandford River 1, Connecticut, USA ",424,"Saltmarsh","USA","N. America",41.2,-72.6,6.3,NA,29,NA,182,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1088","Brandford River 2, Connecticut, USA ",424,"Saltmarsh","USA","N. America",41.2,-72.6,6.9,NA,26,NA,181,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1089","Farm River, Connecticut, USA",425,"Saltmarsh","USA","N. America",41.2,-72.9,2.8,NA,25,NA,70,NA,NA,"210Pb","Ouyang and Lee 2014",""
"1090","Bloom’s Point-in, Little Narragansett Bay, Connecticut, USA",426,"Saltmarsh","USA","N. America",41.3,-71.9,2.2,NA,36,NA,81.6,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1091","Bloom’s Point-out, Little Narragansett Bay, Connecticut, USA",426,"Saltmarsh","USA","N. America",41.3,-71.9,2.3,NA,36,NA,83.8,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1092","Rhode Island, USA",459,"Saltmarsh","USA","N. America",41.4,-71.3,2.9,NA,57,NA,165,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1093","Inlet 1, Nauset Bay, Massachusetts, USA ",427,"Saltmarsh","USA","N. America",41.5,-70,3.8,NA,28,NA,105,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1094","Nauset Bay, Massachusetts, USA",427,"Saltmarsh","USA","N. America",41.5,-70,3.8,NA,41,NA,155,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1095","The Great Sippewissett Marsh, Massachusetts, USA ",460,"Saltmarsh","USA","N. America",41.6,-70,1.5,NA,59,NA,88.8,NA,NA,"14C","Ouyang and Lee 2014",""
"1096","The Sprague River Marsh, Maine, USA",461,"Saltmarsh","USA","N. America",43.8,-69.8,0.7,NA,57,NA,40,NA,NA,"14C","Ouyang and Lee 2014",""
"1097","Dipper a, Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,1.8,NA,47,NA,85,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1098","Dipper d, Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,1.8,NA,33,NA,60,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1099","Little Lepreau, Bay of Fundy, New Brunswick, Canada",429,"Saltmarsh","Canada","N. America",45.1,-66.5,1.5,NA,59,NA,89,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1100","Chance Harbour, Bay of Fundy, New Brunswick, Canada",430,"Saltmarsh","Canada","N. America",45.1,-66.3,1.9,NA,38,NA,72,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1101","DH SA 3, Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,5.4,NA,35,NA,187,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1102","DH SA 2, Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,5.4,NA,34,NA,182,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1103","DH SA 1, Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,5.4,NA,36,NA,195,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1104","DH Sp 3, Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,1.8,NA,47,NA,85,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1105","DH Sp 2, Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,1.8,NA,36,NA,64,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1106","DH Sp 1, Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,1.8,NA,43,NA,77,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1107","Bocabec River, Bay of Fundy, New Brunswick, Canada",431,"Saltmarsh","Canada","N. America",45.1,-67,13.4,NA,34,NA,456,NA,NA,"","Ouyang and Lee 2014",""
"1108","Bocabec River, Bay of Fundy, New Brunswick, Canada",431,"Saltmarsh","Canada","N. America",45.1,-67,2.5,NA,46,NA,113,NA,NA,"","Ouyang and Lee 2014",""
"1109","Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,14.8,NA,30,NA,445,NA,NA,"","Ouyang and Lee 2014",""
"1110","Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,2.8,NA,33,NA,94,NA,NA,"","Ouyang and Lee 2014",""
"1111","Dipper Harbour, Bay of Fundy, New Brunswick, Canada",428,"Saltmarsh","Canada","N. America",45.1,-66.4,1.8,NA,87,NA,156.6,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1112","Eastport, Maine, USA ",462,"Saltmarsh","Canada","N. America",45.1,-64.9,1.7,NA,46,NA,78.3,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1113","Cape Enrage, Bay of Fundy, New Brunswick, Canada",432,"Saltmarsh","Canada","N. America",45.6,-64.8,32.3,NA,18,NA,582,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1114","Cape Enrage, Bay of Fundy, New Brunswick, Canada",432,"Saltmarsh","Canada","N. America",45.6,-64.8,8.1,NA,23,NA,186,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1115","Lorneville, Bay of Fundy, New Brunswick, Canada",433,"Saltmarsh","Canada","N. America",45.2,-66.2,9.9,NA,28,NA,277,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1116","Lorneville, Bay of Fundy, New Brunswick, Canada",433,"Saltmarsh","Canada","N. America",45.2,-66.2,10,NA,33,NA,330,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1117","St. martins, Bay of Fundy, New Brunswick, Canada",434,"Saltmarsh","Canada","N. America",45.3,-65.5,9.8,NA,27,NA,265,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1118","St. martins, Bay of Fundy, new Brunswick, Canada",434,"Saltmarsh","Canada","N. America",45.3,-65.5,38.7,NA,24,NA,928,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1119","Wood Point, Bay of Fundy, New Brunswick, Canada ",435,"Saltmarsh","Canada","N. America",45.8,-64.4,10.2,NA,26,NA,264,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1120","Wood Point, Bay of Fundy, New Brunswick, Canada ",435,"Saltmarsh","Canada","N. America",45.8,-64.4,10.1,NA,25,NA,253,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1121","Kouchigouguacis Lagoon, Gulf of St. Lawrence, New Brunswick, Canada",436,"Saltmarsh","Canada","N. America",46.7,-64.9,3.3,NA,31,NA,102,NA,NA,"","Ouyang and Lee 2014",""
"1122","Bay St-Louis, New Brunswick, Canada",437,"Saltmarsh","Canada","N. America",46.8,-64.9,2.9,NA,32,NA,93,NA,NA,"","Ouyang and Lee 2014",""
"1123","Kouchibouguacis Lagoon, Gulf of St. Lawrence, New Brunswick, Canada ",436,"Saltmarsh","Canada","N. America",46.8,-64.9,2.9,NA,94,NA,272.6,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1124","Escuminac, Gulf of St. Lawrence, New Brunswick, Canada ",463,"Saltmarsh","Canada","N. America",47.1,-64.9,2.7,NA,33,NA,89.1,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1125","Tabusintac Bay, Gulf of St. Lawrence, New Brunswick, Canada ",438,"Saltmarsh","Canada","N. America",47.4,-65,2,NA,33,NA,66,NA,NA,"","Ouyang and Lee 2014",""
"1126","Malpeque Bay, Gulf of St. Lawrence, Prince Edward Island, Canada ",439,"Saltmarsh","Canada","N. America",46.5,-63.7,2.4,NA,30,NA,71,NA,NA,"","Ouyang and Lee 2014",""
"1127","Rustico, Prince Edward Island, Canada",447,"Saltmarsh","Canada","N. America",46.5,-63.6,2.9,NA,33,NA,94.5,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1128","Brackley Bay, Gulf of St. Lawrence, Prince Edward Island, Canada ",440,"Saltmarsh","Canada","N. America",46.4,-63.2,2.5,NA,36,NA,89,NA,NA,"","Ouyang and Lee 2014",""
"1129","Pubnico Harbour, Gulf of Maine, Nova Scotia, Canada ",441,"Saltmarsh","Canada","N. America",43.6,-65.3,2.8,NA,40,NA,113,NA,NA,"","Ouyang and Lee 2014",""
"1130","Cheboque Harbour, Gulf of Maine, Nova Scotia, Canada ",442,"Saltmarsh","Canada","N. America",43.8,-66.4,1.7,NA,44,NA,75,NA,NA,"","Ouyang and Lee 2014",""
"1131","Little River Harbour, Gulf of Maine, Nova Scotia, Canada",443,"Saltmarsh","Canada","N. America",43.7,-66.1,3.9,NA,78,NA,304,NA,NA,"","Ouyang and Lee 2014",""
"1132","Yarmouth, Nova Scotia, Canada",464,"Saltmarsh","Canada","N. America",43.8,-66.1,2.8,NA,36,NA,101.1,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1133","Cole Harbour, Nova Scotia, Canada ",444,"Saltmarsh","Canada","N. America",44.7,-63.4,3.8,NA,42,NA,161,NA,NA,"","Ouyang and Lee 2014",""
"1134","Lawrencetown Lake, Nova Scotia, Canada",445,"Saltmarsh","Canada","N. America",44.7,-63.4,2.5,NA,24,NA,60,NA,NA,"","Ouyang and Lee 2014",""
"1135","Chezzetcook Inlet, Nova Scotia, Canada ",446,"Saltmarsh","Canada","N. America",44.7,-63.4,2.8,NA,38,NA,106,NA,NA,"","Ouyang and Lee 2014",""
"1136","Halifax, Nova Scotia, Canada ",464,"Saltmarsh","Canada","N. America",44.7,-63.5,3.3,NA,40,NA,132.2,NA,NA,"137Cs","Ouyang and Lee 2014",""
"1137","Rustico Bay, Prince Edward Island, Canada ",447,"Saltmarsh","Canada","N. America",46.4,-63.2,3.7,NA,34,NA,125,NA,NA,"","Ouyang and Lee 2014",""
"1138","Flakkerhuk, Disko, Greenland",465,"Saltmarsh","Greenland","N. America",69.7,-52,1.3,NA,23,NA,30,NA,NA,"210Pb and 137Cs","Ouyang and Lee 2014",""
"1139","South Kooragang Island, New South Wales, Australia ",731,"Saltmarsh","Australia","Oceania",-32.9,151.7,3.4,NA,41,NA,137,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1140","Notth Kooragang Island, New South Wales, Australia ",731,"Saltmarsh","Australia","Oceania",-32.9,151.7,9.8,NA,65,NA,64,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1141","Hawkesbury River, New South Wales, Australia ",732,"Saltmarsh","Australia","Oceania",-33.6,151.2,1.8,NA,118,NA,207,NA,NA,"Marker horizon","Ouyang and Lee 2014",""
"1142","Cala Culip (Spain) ",530,"Seagrass","Spain","Europe",42.32,3.31,0.6,NA,NA,NA,9,NA,NA,"","Serrano et al 2016",""
"1143","Campello (Spain)",531,"Seagrass","Spain","Europe",38.4,-0.4,2,NA,NA,NA,115,NA,NA,"","Serrano et al 2016",""
"1144","Tabarca Is. North (Spain)",532,"Seagrass","Spain","Europe",38.16,-0.47,1.1,NA,NA,NA,62,NA,NA,"","Serrano et al 2016",""
"1145","Tabarca Is. South (Spain)",532,"Seagrass","Spain","Europe",38.16,-0.47,1.9,NA,NA,NA,105,NA,NA,"","Serrano et al 2016",""
"1146","Medas Is. (Spain)",533,"Seagrass","Spain","Europe",42.05,3.22,0.8,NA,NA,NA,13,NA,NA,"","Serrano et al 2016",""
"1147","Portlligat (Spain)",534,"Seagrass","Spain","Europe",42.3,3.29,4.1,NA,NA,NA,76,NA,NA,"","Serrano et al 2016",""
"1148","Villajoyosa (Spain)",535,"Seagrass","Spain","Europe",38.51,-0.23,1.9,NA,NA,NA,40,NA,NA,"","Serrano et al 2016",""
"1149","Portlligat (Spain)",534,"Seagrass","Spain","Europe",42.3,3.29,1.1,NA,NA,NA,18,NA,NA,"","Serrano et al 2016",""
"1150","Portlligat (Spain)",534,"Seagrass","Spain","Europe",42.3,3.29,1.3,NA,NA,NA,22,NA,NA,"","Serrano et al 2016",""
"1151","Talamanca Cove (Spain)",536,"Seagrass","Spain","Europe",38.92,1.44,2.3,NA,NA,NA,202,NA,NA,"","Serrano et al 2016",""
"1152","Es Pujols Cove (Spain)",537,"Seagrass","Spain","Europe",38.72,1.46,1.7,NA,NA,NA,103,NA,NA,"","Serrano et al 2016",""
"1153","Ischia (Italy)",538,"Seagrass","Italy","Europe",40.74,13.95,1.7,NA,NA,NA,30,NA,NA,"","Serrano et al 2016",""
"1154","Mellieha Bay (Malta)",539,"Seagrass","Malta","Europe",35.97,14.35,4.9,NA,NA,NA,249,NA,NA,"","Serrano et al 2016",""
"1155","Salina Bay (Malta)",540,"Seagrass","Malta","Europe",35.95,14.43,4,NA,NA,NA,133,NA,NA,"","Serrano et al 2016",""
"1156","Oyster Harbor (Australia)",735,"Seagrass","Australia","Oceania",-35,117.95,0.49,NA,NA,NA,4,NA,NA,"","Serrano et al 2016",""
"1157","Waychinicup Inlet (Australia)",736,"Seagrass","Australia","Oceania",-34.89,118.33,0.43,NA,NA,NA,5,NA,NA,"","Serrano et al 2016",""
"1158","Port Pirie (Australia)",737,"Seagrass","Australia","Oceania",-33.18,138.01,0.13,NA,NA,NA,2,NA,NA,"","Serrano et al 2016",""
"1159","Port Broughton (Australia)",738,"Seagrass","Australia","Oceania",-33.55,137.96,2.5,NA,NA,NA,40,NA,NA,"","Serrano et al 2016",""
"1160","Big Lagoon (Australia)",739,"Seagrass","Australia","Oceania",-25.8,113.46,0.51,NA,NA,NA,7,NA,NA,"","Serrano et al 2016",""
"1161","Barataria Basin, Louisiana, USA – Salt",404,"Saltmarsh","USA","N. America",29.37,-89.94,7.6,0.33,28,8.6,183,NA,NA,"137Cs","Smith et al 1983",""
"1162","Barataria Basin, Louisiana, USA – Brackish",404,"Saltmarsh","USA","N. America",29.37,-89.94,9.5,0.05,13,24,296,NA,NA,"137Cs","Smith et al 1983",""
"1163","Barataria Basin, Louisiana, USA – Fresh",404,"Saltmarsh","USA","N. America",29.37,-89.94,8.5,0.04,10,26.3,224,NA,NA,"137Cs","Smith et al 1983",""
